Cost of Living Index,mortgage_rate,date,nielsen_rank,hotness_rank,hotness_rank_yy,supply_score,demand_score,median_days_on_market_yy,ldp_unique_viewers_per_property_yy,ldp_unique_viewers_per_property_vs_us,median_listing_price_yy,city_name,state_abb,city_state,tax_rank,Effective_Total_Tax_Med_US_Household,Annual_Total_Tax_Med_US_Household,Per_Diff_State_US_Avg,Annual_Total_Tax_State_Household,Adjusted_Overall_Rank
91.4,2.24,2021-02-01,334,1128,284,64.93341788,4.565630945,-0.471698113,1,0.3333,0.251313131,fargo,nd,fargo_nd,18,10.03%,"$6,343 ",-7.11%,"$6,253 ",23
91.1,2.24,2021-02-01,793,932,-70,63.15789474,25.55485098,-0.033333333,2.5,0.7,0.157274202,statesboro,ga,statesboro_ga,21,10.57%,"$6,683 ",-2.13%,"$5,989 ",15
90.9,2.24,2021-02-01,722,282,234,76.22067216,70.25998732,-0.5,1.548387097,1.3167,0.111152279,cookeville,tn,cookeville_tn,10,8.72%,"$5,513 ",-19.27%,"$4,551 ",4
91.1,2.24,2021-02-01,1170,121,566,91.50285352,76.66455295,-0.55,3.526315789,1.4333,0.010869565,elizabeth city,nc,elizabeth city_nc,22,10.61%,"$6,710 ",-1.73%,"$5,742 ",17
89.3,2.24,2021-02-01,249,741,-132,70.45022194,34.93975904,-0.19047619,1.722222222,0.8167,0.383558836,kalamazoo,mi,kalamazoo_mi,38,12.22%,"$7,728 ",13.18%,"$6,388 ",25
93.1,2.24,2021-02-01,1251,1217,6,53.83639822,7.609384908,-0.24137931,1.5,0.4167,-0.190655492,bismarck,nd,bismarck_nd,18,10.03%,"$6,343 ",-7.11%,"$6,253 ",23
,2.24,2021-02-01,1342,1001,228,30.05707039,51.934052,-0.355555556,1.952380952,1.0333,0.052770449,mineral wells,tx,mineral wells_tx,40,12.79%,"$8,083 ",18.37%,"$7,212 ",34
88.1,2.24,2021-02-01,456,111,375,72.35256817,97.59036145,-0.51,2.571428571,2.5,0.190545455,johnson city,tn,johnson city_tn,10,8.72%,"$5,513 ",-19.27%,"$4,551 ",4
101.1,2.24,2021-02-01,226,786,107,68.29422955,33.60811668,-0.176923077,3,0.8,0.073420074,port st. lucie,fl,port st. lucie_fl,6,8.23%,"$5,204 ",-23.79%,"$4,820 ",5
89,2.24,2021-02-01,373,1466,-304,4.185161699,20.67216233,0.424528302,1.111111111,0.6333,-0.132857143,bloomington,il,bloomington_il,51,15.01%,"$9,488 ",38.95%,"$9,200 ",47
88.3,2.24,2021-02-01,903,850,-70,35.44705136,61.06531389,-0.181818182,1.555555556,1.15,0.176666667,rocky mount,nc,rocky mount_nc,22,10.61%,"$6,710 ",-1.73%,"$5,742 ",17
128,2.24,2021-02-01,107,548,-261,69.56246037,50.72923272,-0.071428571,1.608695652,1,0.158392435,new york,ny,new york_ny,49,14.08%,"$8,900 ",30.34%,"$11,024 ",49
85.7,2.24,2021-02-01,841,18,109,92.32720355,96.51236525,-0.544776119,2.5,2.3333,0.382122905,marion,oh,marion_oh,43,13.18%,"$8,329 ",21.98%,"$6,724 ",31
,2.24,2021-02-01,1253,1223,98,21.17945466,39.3785669,-0.192622951,2.117647059,0.8833,0.47972973,sheridan,wy,sheridan_wy,5,8.05%,"$5,086 ",-25.51%,"$5,178 ",8
86.6,2.24,2021-02-01,1212,1333,-119,18.00887762,29.16930881,-0.055045872,1.5,0.75,-0.021052632,ottawa,il,ottawa_il,51,15.01%,"$9,488 ",38.95%,"$9,200 ",47
,2.24,2021-02-01,1143,608,271,29.2961319,87.19086874,-0.352941176,1.833333333,1.7,-0.137752587,selinsgrove,pa,selinsgrove_pa,48,13.97%,"$8,830 ",29.32%,"$8,138 ",44
85.2,2.24,2021-02-01,581,1148,-196,58.52885225,9.13126189,0.025,2.25,0.4333,0.186133085,jonesboro,ar,jonesboro_ar,30,11.28%,"$7,134 ",4.48%,"$5,217 ",18
92.9,2.24,2021-02-01,383,922,-473,53.07545973,36.14457831,0.072580645,1.380952381,0.8333,0.17501537,omaha,ne,omaha_ne,46,13.27%,"$8,386 ",22.82%,"$7,214 ",38
120.1,2.24,2021-02-01,285,281,-67,67.08941027,79.45466075,-0.043859649,2.423076923,1.4833,0.086011854,washington,dc,washington_dc,14,9.04%,"$5,715 ",-16.30%,"$9,563 ",42
98.9,2.24,2021-02-01,782,602,266,29.2961319,87.38110336,-0.128712871,3.08,1.7,0.26957672,allentown,pa,allentown_pa,48,13.97%,"$8,830 ",29.32%,"$8,138 ",44
92.4,2.24,2021-02-01,151,618,-386,69.56246037,46.3538364,-0.257142857,0.838709677,0.95,0.125,new orleans,la,new orleans_la,23,10.63%,"$6,723 ",-1.54%,"$5,239 ",19
96.1,2.24,2021-02-01,418,539,589,55.10462904,66.2016487,-0.414414414,2.7,1.2333,0.432160804,east stroudsburg,pa,east stroudsburg_pa,48,13.97%,"$8,830 ",29.32%,"$8,138 ",44
128,2.24,2021-02-01,906,702,433,37.66645529,71.33798351,-0.318965517,2.80952381,1.3333,0.484992101,new york,ny,new york_ny,49,14.08%,"$8,900 ",30.34%,"$11,024 ",49
,2.24,2021-02-01,980,1358,-485,23.90615092,20.41851617,0.098837209,0.9,0.6333,-0.012893082,vicksburg,ms,vicksburg_ms,36,11.97%,"$7,569 ",10.86%,"$5,381 ",21
107,2.24,2021-02-01,97,972,118,80.27901078,3.868103995,-0.401408451,1.714285714,0.3167,0.035207101,baltimore,md,baltimore_md,32,11.49%,"$7,261 ",6.34%,"$10,011 ",46
,2.24,2021-02-01,1351,477,-45,40.39315155,87.69816107,-0.089285714,2.322580645,1.7167,0.222262774,louisville/jefferson county,ky,louisville/jefferson county_ky,39,12.48%,"$7,887 ",15.51%,"$6,115 ",30
101.3,2.24,2021-02-01,389,806,97,43.05643627,57.64109068,-0.229166667,2,1.1,0.205272727,dover,de,dover_de,2,6.25%,"$3,949 ",-42.17%,"$4,366 ",1
84.2,2.24,2021-02-01,984,1209,-14,37.66645529,24.15979708,-0.141304348,2.153846154,0.6833,0.252779837,fort smith,ar,fort smith_ar,30,11.28%,"$7,134 ",4.48%,"$5,217 ",18
89.5,2.24,2021-02-01,280,130,-9,73.93785669,92.83449588,-0.221311475,2.342857143,1.95,0.121145374,waco,tx,waco_tx,40,12.79%,"$8,083 ",18.37%,"$7,212 ",34
86.3,2.24,2021-02-01,675,163,120,82.75206088,79.26442613,-0.459459459,1.78125,1.4833,0.363636364,wilson,nc,wilson_nc,22,10.61%,"$6,710 ",-1.73%,"$5,742 ",17
84.3,2.24,2021-02-01,1071,1399,-319,14.71147749,24.032974,0.023364486,0.952380952,0.6833,0.1,huntington,wv,huntington_wv,17,9.69%,"$6,124 ",-10.31%,"$4,405 ",12
81.8,2.24,2021-02-01,775,1258,-173,19.40393152,35.95434369,-0.028846154,1.5,0.8333,0.037546934,marion,in,marion_in,34,11.75%,"$7,430 ",8.81%,"$6,239 ",28
,2.24,2021-02-01,1178,1207,-684,34.62270133,27.64743183,-0.11827957,0.333333333,0.7333,0.148168398,alice,tx,alice_tx,40,12.79%,"$8,083 ",18.37%,"$7,212 ",34
100.3,2.24,2021-02-01,575,94,205,95.30754597,77.55231452,-0.526785714,2.782608696,1.45,0.177684964,atlanta,ga,atlanta_ga,21,10.57%,"$6,683 ",-2.13%,"$5,989 ",15
95.7,2.24,2021-02-01,677,1010,117,60.93849081,20.35510463,-0.28313253,2.166666667,0.6333,0.058712121,moses lake,wa,moses lake_wa,37,12.02%,"$7,601 ",11.33%,"$9,732 ",39
98.5,2.24,2021-02-01,879,146,3,80.27901078,83.83005707,-0.303278689,1.96875,1.5833,0.107777778,dallas,tx,dallas_tx,40,12.79%,"$8,083 ",18.37%,"$7,212 ",34
,2.24,2021-02-01,926,322,535,44.19784401,96.63918833,-0.365217391,3.7,2.35,0.967095851,gardnerville ranchos,nv,gardnerville ranchos_nv,4,7.94%,"$5,017 ",-26.53%,"$5,180 ",10
105.4,2.24,2021-02-01,1345,1029,-718,20.54533925,58.33861763,0.156976744,0.717948718,1.1167,0.195988299,minneapolis,mn,minneapolis_mn,29,11.27%,"$7,128 ",4.39%,"$7,774 ",29
95.7,2.24,2021-02-01,415,333,272,73.4939759,66.13823716,-0.454545455,1.740740741,1.2333,0.109177903,chambersburg,pa,chambersburg_pa,48,13.97%,"$8,830 ",29.32%,"$8,138 ",44
,2.24,2021-02-01,1128,987,503,16.04311985,66.70894103,-0.467336683,4,1.25,0.032448378,bennington,vt,bennington_vt,33,11.62%,"$7,347 ",7.60%,"$7,498 ",41
88.5,2.24,2021-02-01,989,831,188,34.115409,64.17247939,-0.258928571,2,1.2,0.181988743,longview,tx,longview_tx,40,12.79%,"$8,083 ",18.37%,"$7,212 ",34
103.4,2.24,2021-02-01,133,96,24,90.55168041,81.48383006,-0.429824561,1.875,1.5333,0.109931674,philadelphia,pa,philadelphia_pa,48,13.97%,"$8,830 ",29.32%,"$8,138 ",44
,2.24,2021-02-01,1095,1494,16,8.116677235,12.42866202,0.007874016,2,0.5,-0.000625,west plains,mo,west plains_mo,28,11.25%,"$7,111 ",4.14%,"$6,023 ",16
103.4,2.24,2021-02-01,490,616,458,31.83259353,84.3373494,-0.342307692,2.84,1.6,0.362915502,missoula,mt,missoula_mt,3,7.11%,"$4,494 ",-34.19%,"$4,301 ",2
99,2.24,2021-02-01,885,826,-18,41.53455929,57.32403297,-0.142045455,2,1.1,0.138452483,wilmington,nc,wilmington_nc,22,10.61%,"$6,710 ",-1.73%,"$5,742 ",17
90.4,2.24,2021-02-01,279,430,97,63.79201015,67.02599873,-0.212328767,2.260869565,1.25,0.024016667,fayetteville,ar,fayetteville_ar,30,11.28%,"$7,134 ",4.48%,"$5,217 ",18
,2.24,2021-02-01,1142,1503,-58,15.40900444,3.360811668,0.018867925,1.25,0.3,0.080864692,fort dodge,ia,fort dodge_ia,44,13.18%,"$8,334 ",22.05%,"$7,053 ",35
,2.24,2021-02-01,1182,573,68,42.54914394,76.2840837,-0.198924731,1.965517241,1.4333,-0.039231385,coshocton,oh,coshocton_oh,43,13.18%,"$8,329 ",21.98%,"$6,724 ",31
108.8,2.24,2021-02-01,777,1066,155,60.43119848,15.40900444,-0.333333333,2,0.55,0.334201389,clearlake,ca,clearlake_ca,11,8.96%,"$5,662 ",-17.08%,"$8,588 ",32
100.3,2.24,2021-02-01,797,329,273,91.81991122,48.50982879,-0.491803279,2.277777778,0.9833,0.088145673,atlanta,ga,atlanta_ga,21,10.57%,"$6,683 ",-2.13%,"$5,989 ",15
93.2,2.24,2021-02-01,58,574,-25,79.64489537,38.99809765,-0.25862069,1.888888889,0.8667,0.250113688,detroit,mi,detroit_mi,38,12.22%,"$7,728 ",13.18%,"$6,388 ",25
87.3,2.24,2021-02-01,924,917,-346,65.82117945,23.90615092,-0.30625,0.64,0.6833,0.144271875,oklahoma city,ok,oklahoma city_ok,31,11.44%,"$7,235 ",5.95%,"$5,673 ",22
,2.24,2021-02-01,1208,857,411,5.199746354,90.55168041,-0.241847826,4,1.8333,0.185115697,berlin,nh,berlin_nh,19,10.06%,"$6,358 ",-6.88%,"$7,577 ",33
,2.24,2021-02-01,1138,170,338,65.82117945,95.24413443,-0.486111111,1.131147541,2.1667,-0.257028112,winston,nc,winston_nc,22,10.61%,"$6,710 ",-1.73%,"$5,742 ",17
100.3,2.24,2021-02-01,688,478,251,84.02029169,44.00760938,-0.370967742,2.733333333,0.9333,0.284269757,atlanta,ga,atlanta_ga,21,10.57%,"$6,683 ",-2.13%,"$5,989 ",15
95.8,2.24,2021-02-01,1022,396,-96,37.66645529,96.25871909,-0.150537634,1.029411765,2.3,0.215675676,harrisburg,pa,harrisburg_pa,48,13.97%,"$8,830 ",29.32%,"$8,138 ",44
98.5,2.24,2021-02-01,16,259,0,88.64933418,60.74825618,-0.31,1.956521739,1.1333,0.19230339,dallas,tx,dallas_tx,40,12.79%,"$8,083 ",18.37%,"$7,212 ",34
91.6,2.24,2021-02-01,1267,559,-233,31.83259353,87.76157261,-0.017241379,1.575,1.7167,0.1796875,kansas city,mo,kansas city_mo,28,11.25%,"$7,111 ",4.14%,"$6,023 ",16
107.4,2.24,2021-02-01,149,124,339,90.99556119,76.98161065,-0.584415584,2.307692308,1.4333,0.113112264,reno,nv,reno_nv,4,7.94%,"$5,017 ",-26.53%,"$5,180 ",10
102.3,2.24,2021-02-01,617,578,398,31.07165504,87.50792644,-0.353383459,2.517241379,1.7,0.031412639,claremont,nh,claremont_nh,19,10.06%,"$6,358 ",-6.88%,"$7,577 ",33
84,2.24,2021-02-01,323,308,110,77.17184528,65.44071021,-0.390410959,1.807692308,1.2167,0.036028823,saginaw,mi,saginaw_mi,38,12.22%,"$7,728 ",13.18%,"$6,388 ",25
93.3,2.24,2021-02-01,840,1174,-240,36.5884591,29.42295498,-0.157894737,1.142857143,0.75,0.109636586,corpus christi,tx,corpus christi_tx,40,12.79%,"$8,083 ",18.37%,"$7,212 ",34
87.2,2.24,2021-02-01,580,625,-132,64.93341788,50.47558656,-0.308641975,1.222222222,1,0.262083333,lima,oh,lima_oh,43,13.18%,"$8,329 ",21.98%,"$6,724 ",31
,2.24,2021-02-01,1235,467,316,36.84210526,91.81991122,-0.235576923,2.965517241,1.9167,-0.053157895,cadillac,mi,cadillac_mi,38,12.22%,"$7,728 ",13.18%,"$6,388 ",25
89.1,2.24,2021-02-01,458,731,76,68.61128725,37.53963221,-0.242857143,2.1875,0.85,0.045004386,abilene,tx,abilene_tx,40,12.79%,"$8,083 ",18.37%,"$7,212 ",34
91.9,2.24,2021-02-01,401,1252,-96,50.8560558,5.833861763,-0.218390805,0.75,0.35,0.144053933,auburn,al,auburn_al,15,9.10%,"$5,754 ",-15.73%,"$4,508 ",7
,2.24,2021-02-01,1298,1204,-516,27.45719721,35.57387445,-0.005494505,0.923076923,0.8333,0.108671484,mcpherson,ks,mcpherson_ks,47,13.43%,"$8,488 ",24.30%,"$7,294 ",36
128,2.24,2021-02-01,52,1552,-839,1.458465441,1.965757768,3.813432836,-0.235294118,0.2167,-0.064748201,new york,ny,new york_ny,49,14.08%,"$8,900 ",30.34%,"$11,024 ",49
91.6,2.24,2021-02-01,465,640,141,82.18135701,31.76918199,-0.386363636,2.133333333,0.7833,0.116112897,augusta,ga,augusta_ga,21,10.57%,"$6,683 ",-2.13%,"$5,989 ",15
86.6,2.24,2021-02-01,1007,416,947,60.93849081,71.02092581,-0.583916084,3.444444444,1.3333,0.232308792,marinette,wi,marinette_wi,45,13.22%,"$8,357 ",22.39%,"$7,586 ",37
87.8,2.24,2021-02-01,1360,1379,-90,9.701965758,32.33988586,0.016528926,1.666666667,0.8,-0.125277778,jackson,ms,jackson_ms,36,11.97%,"$7,569 ",10.86%,"$5,381 ",21
111.5,2.24,2021-02-01,366,80,73,93.21496512,81.42041852,-0.5390625,1.787878788,1.5333,0.015389351,providence,ri,providence_ri,41,12.82%,"$8,103 ",18.67%,"$9,063 ",50
99.7,2.24,2021-02-01,534,254,-51,57.64109068,92.07355739,-0.228395062,1.346938776,1.9167,0.25,lewiston,me,lewiston_me,35,11.81%,"$7,465 ",9.33%,"$6,792 ",40
,2.24,2021-02-01,1162,164,-71,71.65504122,90.29803424,-0.238461538,1.682926829,1.8333,0.256107965,gainesville,tx,gainesville_tx,40,12.79%,"$8,083 ",18.37%,"$7,212 ",34
,2.24,2021-02-01,1153,235,-73,53.83639822,97.65377299,-0.057142857,2.897435897,2.5333,0.072742475,blackfoot,id,blackfoot_id,8,8.43%,"$5,329 ",-21.96%,"$4,870 ",6
97.9,2.24,2021-02-01,772,902,412,40.96385542,50.34876347,-0.382113821,2.529411765,1,0.127669903,brainerd,mn,brainerd_mn,29,11.27%,"$7,128 ",4.39%,"$7,774 ",29
109.5,2.24,2021-02-01,584,658,442,63.15789474,49.20735574,-0.395833333,2.470588235,0.9833,0.234687564,ocean city,nj,ocean city_nj,42,12.84%,"$8,117 ",18.88%,"$11,906 ",48
112.3,2.24,2021-02-01,150,145,-72,92.64426126,71.46480659,-0.210526316,1.580645161,1.3333,0.230455383,modesto,ca,modesto_ca,11,8.96%,"$5,662 ",-17.08%,"$8,588 ",32
,2.24,2021-02-01,1297,1019,348,39.31515536,40.83703234,-0.38976378,2.375,0.9,-0.138026225,merrill,wi,merrill_wi,45,13.22%,"$8,357 ",22.39%,"$7,586 ",37
,2.24,2021-02-01,822,1351,-196,17.56499683,27.83766646,-0.130252101,1.095238095,0.7333,-0.219687875,fergus falls,mn,fergus falls_mn,29,11.27%,"$7,128 ",4.39%,"$7,774 ",29
85.2,2.24,2021-02-01,526,1147,-487,47.05136335,20.60875079,-0.020833333,0.9,0.6333,0.138926174,joplin,mo,joplin_mo,28,11.25%,"$7,111 ",4.14%,"$6,023 ",16
94.7,2.24,2021-02-01,212,1548,-232,3.170577045,2.09258085,0.680412371,0.4,0.2333,0.146,lincoln,ne,lincoln_ne,46,13.27%,"$8,386 ",22.82%,"$7,214 ",38
136.9,2.24,2021-02-01,348,1266,67,31.83259353,22.38427394,-0.145,2.545454545,0.65,0.082222222,hilo,hi,hilo_hi,24,10.66%,"$6,736 ",-1.35%,"$9,621 ",45
92.4,2.24,2021-02-01,270,570,278,66.45529486,52.56816741,-0.3125,2.444444444,1.0333,0.295759333,new orleans,la,new orleans_la,23,10.63%,"$6,723 ",-1.54%,"$5,239 ",19
109.4,2.24,2021-02-01,338,776,661,53.07545973,49.33417882,-0.441176471,3.916666667,0.9833,0.063769932,hilton head island,sc,hilton head island_sc,12,8.99%,"$5,683 ",-16.78%,"$4,779 ",11
88.2,2.24,2021-02-01,1150,782,-160,12.42866202,89.85415346,-0.008695652,1.347826087,1.8,0.614630769,memphis,tn,memphis_tn,10,8.72%,"$5,513 ",-19.27%,"$4,551 ",4
98.5,2.24,2021-02-01,440,103,48,85.54216867,85.60558022,-0.318181818,2.379310345,1.6333,0.133951557,dallas,tx,dallas_tx,40,12.79%,"$8,083 ",18.37%,"$7,212 ",34
84.9,2.24,2021-02-01,530,1568,4,0,0.570703868,1.815589354,0.5,0.15,0,decatur,il,decatur_il,51,15.01%,"$9,488 ",38.95%,"$9,200 ",47
95,2.24,2021-02-01,794,484,-220,50.09511731,77.17184528,-0.061643836,1.71875,1.45,-0.019670696,greenville,sc,greenville_sc,12,8.99%,"$5,683 ",-16.78%,"$4,779 ",11
88.7,2.24,2021-02-01,358,44,-38,90.99556119,90.99556119,-0.085714286,1.434782609,1.8667,0.150573116,lafayette,in,lafayette_in,34,11.75%,"$7,430 ",8.81%,"$6,239 ",28
103.6,2.24,2021-02-01,191,313,-107,72.85986049,69.11857958,-0.163793103,1.851851852,1.2833,0.241015191,visalia,ca,visalia_ca,11,8.96%,"$5,662 ",-17.08%,"$8,588 ",32
128,2.24,2021-02-01,142,543,-312,73.4939759,47.49524413,-0.157894737,1.32,0.9667,0.14138374,new york,ny,new york_ny,49,14.08%,"$8,900 ",30.34%,"$11,024 ",49
87,2.24,2021-02-01,423,603,-15,39.31515536,77.29866836,-0.225,1.416666667,1.45,0.05,pottsville,pa,pottsville_pa,48,13.97%,"$8,830 ",29.32%,"$8,138 ",44
111.6,2.24,2021-02-01,294,1256,82,37.66645529,17.75523145,-0.21,2.181818182,0.5833,0.016896398,bellingham,wa,bellingham_wa,37,12.02%,"$7,601 ",11.33%,"$9,732 ",39
90.8,2.24,2021-02-01,468,1253,-440,19.78440076,36.2714014,0.092391304,1.173913043,0.8333,0.192307692,altoona,pa,altoona_pa,48,13.97%,"$8,830 ",29.32%,"$8,138 ",44
,2.24,2021-02-01,915,689,595,23.90615092,86.11287254,-0.361486486,3.95,1.65,0.467368421,boone,nc,boone_nc,22,10.61%,"$6,710 ",-1.73%,"$5,742 ",17
91.1,2.24,2021-02-01,545,1142,-87,52.50475587,15.59923906,-0.202380952,1.357142857,0.55,0.094912727,baton rouge,la,baton rouge_la,23,10.63%,"$6,723 ",-1.54%,"$5,239 ",19
128,2.24,2021-02-01,254,1554,-533,1.458465441,1.838934686,2.981481481,-0.071428571,0.2167,0.05984556,new york,ny,new york_ny,49,14.08%,"$8,900 ",30.34%,"$11,024 ",49
91,2.24,2021-02-01,439,93,108,78.37666455,94.73684211,-0.428571429,2.097560976,2.1167,0.184432718,greensboro,nc,greensboro_nc,22,10.61%,"$6,710 ",-1.73%,"$5,742 ",17
87.2,2.24,2021-02-01,1306,1230,20,18.00887762,41.97844008,-0.1953125,1.75,0.9167,0.25698324,tupelo,ms,tupelo_ms,36,11.97%,"$7,569 ",10.86%,"$5,381 ",21
99,2.24,2021-02-01,271,743,68,44.70513633,60.6214331,-0.166666667,2.238095238,1.1333,0.182529335,wilmington,nc,wilmington_nc,22,10.61%,"$6,710 ",-1.73%,"$5,742 ",17
90.5,2.24,2021-02-01,744,414,528,44.19784401,87.95180723,-0.348214286,2.961538462,1.7167,0.548480185,north wilkesboro,nc,north wilkesboro_nc,22,10.61%,"$6,710 ",-1.73%,"$5,742 ",17
89.4,2.24,2021-02-01,766,496,593,40.39315155,85.47875713,-0.457446809,2.769230769,1.6333,-0.027956989,forest city,nc,forest city_nc,22,10.61%,"$6,710 ",-1.73%,"$5,742 ",17
,2.24,2021-02-01,1369,783,318,52.50475587,49.58782498,-0.37962963,1.857142857,1,0.223495702,the dalles,or,the dalles_or,13,8.99%,"$5,686 ",-16.73%,"$6,598 ",24
,2.24,2021-02-01,1280,1121,230,62.27013316,7.73620799,-0.384210526,2.125,0.4167,-0.109027778,vernal,ut,vernal_ut,7,8.34%,"$5,274 ",-22.76%,"$6,194 ",9
89.5,2.24,2021-02-01,199,469,508,84.3373494,44.19784401,-0.47972973,3.307692308,0.9333,0.277777778,fayetteville,nc,fayetteville_nc,22,10.61%,"$6,710 ",-1.73%,"$5,742 ",17
88.6,2.24,2021-02-01,593,896,-82,21.17945466,71.08433735,-0.120535714,1.580645161,1.3333,0.050233645,sunbury,pa,sunbury_pa,48,13.97%,"$8,830 ",29.32%,"$8,138 ",44
88.5,2.24,2021-02-01,317,1004,195,64.93341788,16.7406468,-0.384615385,1.833333333,0.5667,0.166411094,columbus,ga,columbus_ga,21,10.57%,"$6,683 ",-2.13%,"$5,989 ",15
97.8,2.24,2021-02-01,411,1064,-685,72.85986049,3.170577045,0.243589744,-0.105263158,0.2833,-0.168745129,midland,tx,midland_tx,40,12.79%,"$8,083 ",18.37%,"$7,212 ",34
,2.24,2021-02-01,1047,747,-725,9.575142676,95.30754597,1.684782609,1.888888889,2.1667,0.411895497,henderson,nc,henderson_nc,22,10.61%,"$6,710 ",-1.73%,"$5,742 ",17
91.1,2.24,2021-02-01,146,1416,-90,32.27647432,3.994927077,-0.105263158,1.111111111,0.3167,0.195289704,baton rouge,la,baton rouge_la,23,10.63%,"$6,723 ",-1.54%,"$5,239 ",19
,2.24,2021-02-01,1163,252,101,78.88395688,70.89410273,-0.395833333,1.857142857,1.3333,0.428293496,cedartown,ga,cedartown_ga,21,10.57%,"$6,683 ",-2.13%,"$5,989 ",15
87.2,2.24,2021-02-01,1355,816,-187,67.5967026,32.21306278,-0.217391304,1.4,0.8,0.279064811,macon,ga,macon_ga,21,10.57%,"$6,683 ",-2.13%,"$5,989 ",15
84.8,2.24,2021-02-01,767,362,-164,62.27013316,73.93785669,-0.26875,0.765957447,1.3833,0.571460341,owosso,mi,owosso_mi,38,12.22%,"$7,728 ",13.18%,"$6,388 ",25
111.5,2.24,2021-02-01,963,86,33,76.22067216,97.46353836,-0.320895522,2.585365854,2.45,0.394799054,providence,ri,providence_ri,41,12.82%,"$8,103 ",18.67%,"$9,063 ",50
100.8,2.24,2021-02-01,527,583,464,70.83069119,47.05136335,-0.391566265,3.142857143,0.9667,0.030615338,roseburg,or,roseburg_or,13,8.99%,"$5,686 ",-16.73%,"$6,598 ",24
88.6,2.24,2021-02-01,867,612,-135,43.5637286,72.79644895,0.035211268,2.416666667,1.3667,0.119047619,killeen,tx,killeen_tx,40,12.79%,"$8,083 ",18.37%,"$7,212 ",34
99,2.24,2021-02-01,148,723,10,96.00507292,10.77996195,-0.346153846,1.545454545,0.4667,-0.094789973,virginia beach,va,virginia beach_va,25,10.73%,"$6,783 ",-0.66%,"$7,955 ",26
,2.24,2021-02-01,1292,961,138,18.4527584,66.58211795,-0.13559322,2.260869565,1.25,0.227678571,ludington,mi,ludington_mi,38,12.22%,"$7,728 ",13.18%,"$6,388 ",25
93.1,2.24,2021-02-01,292,703,-332,46.03677869,62.84083703,-0.158823529,1.058823529,1.1667,0.244246125,pittsburgh,pa,pittsburgh_pa,48,13.97%,"$8,830 ",29.32%,"$8,138 ",44
88.4,2.24,2021-02-01,114,594,-563,55.61192137,61.6994293,0.216981132,0.468085106,1.15,0.057736721,dayton,oh,dayton_oh,43,13.18%,"$8,329 ",21.98%,"$6,724 ",31
,2.24,2021-02-01,1134,1377,99,3.043753963,39.50538998,0.009202454,2.533333333,0.8833,0.245823389,taos,nm,taos_nm,20,10.54%,"$6,663 ",-2.42%,"$5,257 ",20
86,2.24,2021-02-01,792,742,123,69.56246037,35.82752061,-0.287671233,2.125,0.8333,0.244587629,lagrange,ga,lagrange_ga,21,10.57%,"$6,683 ",-2.13%,"$5,989 ",15
,2.24,2021-02-01,1179,1269,-884,32.78376665,21.36968928,1.725806452,1.052631579,0.65,0.15015015,fort madison,ia,fort madison_ia,44,13.18%,"$8,334 ",22.05%,"$7,053 ",35
128,2.24,2021-02-01,633,954,375,33.67152822,52.18769816,-0.435810811,2.263157895,1.0333,0.4046875,ukiah,ca,ukiah_ca,11,8.96%,"$5,662 ",-17.08%,"$8,588 ",32
,2.24,2021-02-01,513,400,-165,82.18135701,51.23652505,-0.421428571,0.967741935,1.0167,0.072028812,louisville/jefferson county,ky,louisville/jefferson county_ky,39,12.48%,"$7,887 ",15.51%,"$6,115 ",30
,2.24,2021-02-01,849,934,-266,38.36398224,50.28535193,-0.076470588,1.5,1,0.401253918,red bluff,ca,red bluff_ca,11,8.96%,"$5,662 ",-17.08%,"$8,588 ",32
109.1,2.24,2021-02-01,670,151,546,70.83069119,92.51743817,-0.5,2.741935484,1.9333,0.178238878,port angeles,wa,port angeles_wa,37,12.02%,"$7,601 ",11.33%,"$9,732 ",39
105.4,2.24,2021-02-01,945,354,45,89.41027267,47.93912492,-0.54109589,1.185185185,0.9833,0.123422592,minneapolis,mn,minneapolis_mn,29,11.27%,"$7,128 ",4.39%,"$7,774 ",29
,2.24,2021-02-01,1099,1520,-498,1.3950539,11.35066582,2.060185185,0.260869565,0.4833,0,alexandria,mn,alexandria_mn,29,11.27%,"$7,128 ",4.39%,"$7,774 ",29
91.9,2.24,2021-02-01,233,389,368,86.87381103,47.24159797,-0.462686567,2.625,0.9667,0.127378362,columbia,sc,columbia_sc,12,8.99%,"$5,683 ",-16.78%,"$4,779 ",11
107,2.24,2021-02-01,997,1120,73,35.44705136,34.55928979,-0.228571429,1.882352941,0.8167,0.002333852,baltimore,md,baltimore_md,32,11.49%,"$7,261 ",6.34%,"$10,011 ",46
87.2,2.24,2021-02-01,232,441,48,65.82117945,64.4895371,-0.239726027,2,1.2,-0.076923077,rockford,il,rockford_il,51,15.01%,"$9,488 ",38.95%,"$9,200 ",47
93.8,2.24,2021-02-01,460,116,-50,76.22067216,92.77108434,-0.277777778,1.659090909,1.95,0.154589585,milwaukee,wi,milwaukee_wi,45,13.22%,"$8,357 ",22.39%,"$7,586 ",37
,2.24,2021-02-01,1304,1167,35,43.5637286,22.70133164,-0.114457831,4,0.6667,0.011386622,safford,az,safford_az,16,9.52%,"$6,021 ",-11.83%,"$5,814 ",14
97.1,2.24,2021-02-01,763,481,728,71.65504122,55.80215599,-0.597560976,2.25,1.0833,0.241509434,klamath falls,or,klamath falls_or,13,8.99%,"$5,686 ",-16.73%,"$6,598 ",24
